"Reference","Feed name","DM","ADF","NDF","ADL","CP","OM","P","Ca","Na","Fe","K","Mg","Cu","Mn","Zn","IVDMD","ME","NEm","NEg","NEl","Country"
"68002","Sweet potato vines","89.90","14.60","49.61","6.23","7.65","93.95","","","","","","","","","","81.75","13.37","","","","Kenya"
"68003","Sweet potato vines","90.10","9.94","49.44","3.02","6.75","94.34","","","","","","","","","","84.71","13.84","","","","Kenya"
"68004","Sweet potato vines","90.30","8.91","51.03","2.55","6.15","95.23","","","","","","","","","","84.35","14.08","","","","Kenya"
"68005","Sweet potato vines","90.83","39.16","51.22","10.06","6.69","88.78","","","","","","","","","","69.16","11.85","","","","Kenya"
"68006","Sweet potato vines","90.61","9.61","51.77","1.75","4.23","94.87","","","","","","","","","","83.05","14.31","","","","Kenya"
"68007","Sweet potato vines","89.78","10.96","53.95","4.30","4.65","95.48","","","","","","","","","","82.59","14.08","","","","Kenya"
"68008","Sweet potato vines","89.63","14.71","48.41","5.46","6.91","93.81","","","","","","","","","","82.98","13.45","","","","Kenya"
"68009","Sweet potato vines","90.34","12.13","50.11","3.81","4.50","95.60","","","","","","","","","","83.55","13.90","","","","Kenya"
"68010","Sweet potato vines","90.41","9.77","48.21","2.95","3.97","95.15","","","","","","","","","","86.74","13.78","","","","Kenya"
"68011","Sweet potato vines","90.29","10.14","46.12","3.43","5.01","94.81","","","","","","","","","","87.80","13.57","","","","Kenya"
"68012","Sweet potato vines","90.74","10.49","50.81","2.08","2.43","95.93","","","","","","","","","","87.01","14.45","","","","Kenya"
"68013","Sweet potato vines","89.63","12.22","50.73","4.91","7.81","94.02","","","","","","","","","","85.67","13.38","","","","Kenya"
"68014","Sweet potato vines","90.31","8.15","51.68","2.14","4.07","95.93","","","","","","","","","","87.69","14.41","","","","Kenya"
"68015","Sweet potato vines","90.35","10.27","50.84","2.65","2.84","94.84","","","","","","","","","","85.71","14.45","","","","Kenya"
"68016","Sweet potato vines","91.39","5.35","54.12","","2.54","97.04","","","","","","","","","","88.13","14.81","","","","Kenya"
"68017","Sweet potato vines","90.92","8.28","54.07","0.88","4.97","95.60","","","","","","","","","","85.21","14.27","","","","Kenya"
"68018","Sweet potato vines","90.59","10.17","50.14","2.60","6.97","94.46","","","","","","","","","","84.23","13.61","","","","Kenya"
"68019","Sweet potato vines","89.33","14.09","51.19","6.84","10.01","93.47","","","","","","","","","","81.83","13.40","","","","Kenya"
"68020","Sweet potato vines","89.76","7.28","52.84","2.66","10.99","94.36","","","","","","","","","","86.07","13.59","","","","Kenya"
"68021","Sweet potato vines","89.91","7.90","53.86","2.09","6.10","95.80","","","","","","","","","","86.80","14.49","","","","Kenya"
"68022","Sweet potato vines","91.00","6.55","53.97","0.42","3.77","96.41","","","","","","","","","","87.26","14.67","","","","Kenya"
"68023","Sweet potato vines","91.01","7.37","49.50","0.74","3.41","96.19","","","","","","","","","","86.98","14.46","","","","Kenya"
"68024","Sweet potato vines","90.61","10.01","50.24","3.40","5.98","95.78","","","","","","","","","","85.16","13.83","","","","Kenya"
"68025","Sweet potato vines","90.50","9.97","47.64","2.53","5.14","95.27","","","","","","","","","","86.46","14.12","","","","Kenya"
"68026","Sweet potato vines","90.07","14.69","52.96","3.27","5.39","93.51","","","","","","","","","","83.45","13.81","","","","Kenya"
"68027","Sweet potato vines","89.80","12.08","47.93","4.23","8.95","93.01","","","","","","","","","","84.85","13.01","","","","Kenya"
"68028","Sweet potato vines","90.73","8.98","47.93","2.53","4.50","95.12","","","","","","","","","","87.21","13.89","","","","Kenya"
"68029","Sweet potato vines","90.74","8.21","54.19","1.89","3.89","96.77","","","","","","","","","","87.00","14.49","","","","Kenya"
"68030","Sweet potato vines","90.60","17.80","54.89","5.20","3.43","94.54","","","","","","","","","","82.62","13.43","","","","Kenya"
"68031","Sweet potato vines","89.95","11.93","56.27","3.89","3.55","95.21","","","","","","","","","","88.68","13.98","","","","Kenya"
"68032","Sweet potato vines","90.26","13.58","48.99","3.97","2.86","94.61","","","","","","","","","","89.54","13.78","","","","Kenya"
"68033","Sweet potato vines","90.48","12.58","51.94","4.24","6.89","94.14","","","","","","","","","","86.39","13.01","","","","Kenya"
"68034","Sweet potato vines","90.37","11.99","51.61","3.84","5.81","94.21","","","","","","","","","","88.28","13.37","","","","Kenya"
"68035","Sweet potato vines","90.22","17.77","47.56","8.11","5.71","92.27","","","","","","","","","","81.29","12.52","","","","Kenya"
"68036","Sweet potato vines","90.49","14.38","48.49","4.85","4.07","94.60","","","","","","","","","","87.30","13.39","","","","Kenya"
"68037","Sweet potato vines","90.61","16.07","50.52","5.94","4.14","93.67","","","","","","","","","","84.31","13.18","","","","Kenya"
"68038","Sweet potato vines","91.17","8.45","54.92","1.68","3.36","96.36","","","","","","","","","","89.20","14.02","","","","Kenya"
"68039","Sweet potato vines","90.66","21.23","51.17","5.94","5.09","92.59","","","","","","","","","","78.70","12.83","","","","Kenya"
"68040","Sweet potato vines","90.73","16.08","49.46","4.68","5.47","93.67","","","","","","","","","","84.07","13.03","","","","Kenya"
"68041","Sweet potato vines","90.95","9.12","51.88","1.77","3.99","95.73","","","","","","","","","","89.52","13.99","","","","Kenya"
"68042","Sweet potato vines","91.06","9.92","52.09","1.73","3.11","95.54","","","","","","","","","","89.44","14.09","","","","Kenya"
"68043","Sweet potato vines","90.52","11.05","50.07","2.99","4.51","94.35","","","","","","","","","","88.70","13.70","","","","Kenya"
"68044","Sweet potato vines","91.05","7.76","49.20","1.44","5.71","95.02","","","","","","","","","","89.94","13.51","","","","Kenya"
"68045","Sweet potato vines","90.70","9.05","49.46","2.56","4.87","94.82","","","","","","","","","","87.98","13.71","","","","Kenya"
"68046","Sweet potato vines","89.50","12.78","50.03","4.43","5.55","93.20","","","","","","","","","","88.44","12.93","","","","Kenya"
"68047","Sweet potato vines","90.54","12.93","45.25","2.80","3.93","93.28","","","","","","","","","","87.86","13.54","","","","Kenya"
"68048","Sweet potato vines","90.30","11.62","46.24","3.06","5.73","93.55","","","","","","","","","","89.06","13.31","","","","Kenya"
"68049","Sweet potato vines","91.11","6.54","48.89","0.24","7.34","94.36","","","","","","","","","","89.39","13.32","","","","Kenya"
"68050","Sweet potato vines","90.74","9.23","52.76","3.07","5.89","94.82","","","","","","","","","","86.71","13.62","","","","Kenya"
"68051","Sweet potato vines","90.47","10.41","49.76","2.10","6.32","93.37","","","","","","","","","","88.31","13.33","","","","Kenya"
"68052","Sweet potato vines","90.81","7.13","55.78","0.87","4.75","95.96","","","","","","","","","","89.23","14.01","","","","Kenya"
"68053","Sweet potato vines","90.39","10.87","54.31","3.25","3.92","95.16","","","","","","","","","","88.41","13.64","","","","Kenya"
"68054","Sweet potato vines","90.56","10.64","51.82","2.73","4.81","94.70","","","","","","","","","","88.03","13.36","","","","Kenya"
"68055","Sweet potato vines","90.67","11.95","47.63","4.09","4.49","93.69","","","","","","","","","","88.32","12.93","","","","Kenya"
"68056","Sweet potato vines","89.36","13.52","55.57","5.69","5.04","94.40","","","","","","","","","","88.68","13.00","","","","Kenya"
"68057","Sweet potato vines","90.72","9.24","54.19","2.13","5.28","95.18","","","","","","","","","","89.15","13.54","","","","Kenya"
"68058","Sweet potato vines","90.38","9.38","50.20","2.48","8.60","93.04","","","","","","","","","","89.66","12.77","","","","Kenya"
"68059","Sweet potato vines","90.97","14.42","47.18","4.18","2.54","92.92","","","","","","","","","","84.72","13.27","","","","Kenya"
"68060","Sweet potato vines","90.73","13.87","48.31","3.61","6.10","92.71","","","","","","","","","","83.97","12.56","","","","Kenya"
"68061","Sweet potato vines","90.06","9.67","38.35","0.70","3.43","93.43","","","","","","","","","","85.41","14.02","","","","Kenya"
"68062","Sweet potato vines","90.17","14.02","46.80","4.67","6.04","93.44","","","","","","","","","","86.06","13.43","","","","Kenya"
"68063","Sweet potato vines","90.73","11.17","52.21","2.35","4.13","94.83","","","","","","","","","","87.41","13.77","","","","Kenya"
"68064","Sweet potato vines","90.95","10.20","48.58","2.88","3.87","94.82","","","","","","","","","","89.24","13.80","","","","Kenya"
"68065","Sweet potato vines","91.10","9.99","51.63","2.18","5.47","94.31","","","","","","","","","","87.91","13.02","","","","Kenya"
"68066","Sweet potato vines","90.88","14.38","50.58","3.14","6.24","92.71","","","","","","","","","","82.54","13.10","","","","Kenya"
"68067","Sweet potato vines","90.78","7.58","51.76","1.94","5.29","95.14","","","","","","","","","","89.18","13.88","","","","Kenya"
"68068","Sweet potato vines","90.94","11.17","52.42","3.35","4.73","94.93","","","","","","","","","","86.61","13.55","","","","Kenya"
"68069","Sweet potato vines","90.55","9.40","52.45","2.50","3.69","95.35","","","","","","","","","","90.12","14.07","","","","Kenya"
"68070","Sweet potato vines","91.50","8.01","51.92","1.29","4.26","95.39","","","","","","","","","","88.73","13.86","","","","Kenya"
"68071","Sweet potato vines","90.47","13.92","47.93","3.07","3.90","93.80","","","","","","","","","","86.39","13.76","","","","Kenya"
"68072","Sweet potato vines","90.81","9.79","48.93","2.17","5.20","94.20","","","","","","","","","","88.86","13.39","","","","Kenya"
"68073","Sweet potato vines","90.58","8.58","51.72","2.01","7.22","94.25","","","","","","","","","","88.58","13.18","","","","Kenya"
"68074","Sweet potato vines","89.31","16.84","47.27","5.83","7.23","92.59","","","","","","","","","","87.40","12.53","","","","Kenya"
"68075","Sweet potato vines","90.64","18.90","49.27","7.50","4.76","92.66","","","","","","","","","","81.48","12.71","","","","Kenya"
"68076","Sweet potato vines","90.64","8.86","51.91","2.34","5.77","95.35","","","","","","","","","","88.96","13.54","","","","Kenya"
"68077","Sweet potato vines","90.75","7.38","52.08","1.17","6.47","94.74","","","","","","","","","","90.29","13.68","","","","Kenya"
"68078","Sweet potato vines","91.00","13.03","52.50","3.54","4.81","93.99","","","","","","","","","","84.77","13.26","","","","Kenya"
"68079","Sweet potato vines","90.48","8.94","50.19","1.91","7.60","93.85","","","","","","","","","","88.20","13.19","","","","Kenya"
"68080","Sweet potato vines","90.33","10.97","49.62","3.52","7.47","93.43","","","","","","","","","","87.69","13.00","","","","Kenya"
"68081","Sweet potato vines","89.92","11.54","51.77","4.00","11.48","92.33","","","","","","","","","","87.93","12.18","","","","Kenya"
"68082","Sweet potato vines","89.39","11.94","50.75","4.37","9.69","91.53","","","","","","","","","","87.76","12.20","","","","Kenya"
"68083","Sweet potato vines","91.48","5.40","52.48","","5.29","95.39","","","","","","","","","","89.55","13.85","","","","Kenya"
"68084","Sweet potato vines","90.08","11.66","50.52","3.33","5.90","94.16","","","","","","","","","","85.86","13.73","","","","Kenya"
"68085","Sweet potato vines","91.30","9.17","49.23","1.22","4.26","95.26","","","","","","","","","","89.56","13.74","","","","Kenya"
"68086","Sweet potato vines","89.36","9.73","54.01","2.91","7.27","93.59","","","","","","","","","","90.75","13.06","","","","Kenya"
"68087","Sweet potato vines","90.63","9.41","53.36","1.89","5.75","94.93","","","","","","","","","","88.42","13.27","","","","Kenya"
"68088","Sweet potato vines","90.61","12.87","50.37","3.10","4.41","94.41","","","","","","","","","","87.43","13.43","","","","Kenya"
"68089","Sweet potato vines","90.13","14.73","49.95","5.09","7.03","92.56","","","","","","","","","","84.18","12.71","","","","Kenya"
"68090","Sweet potato vines","91.00","9.60","50.85","1.49","4.32","94.86","","","","","","","","","","90.12","13.92","","","","Kenya"
"68091","Sweet potato vines","89.61","19.49","51.74","6.77","7.88","91.48","","","","","","","","","","82.85","12.23","","","","Kenya"
"67892","Sweet potato tuber","91.10","40.17","45.38","10.50","10.28","86.97","","","","","","","","","","68.09","10.89","","","","Kenya"
"67893","Sweet potato tuber","91.09","48.90","45.78","13.36","9.66","82.99","","","","","","","","","","61.82","9.81","","","","Kenya"
"67894","Sweet potato tuber","91.20","41.89","43.01","11.17","11.47","84.63","","","","","","","","","","64.03","9.96","","","","Kenya"
"67895","Sweet potato tuber","91.49","48.51","46.88","13.53","13.23","82.59","","","","","","","","","","63.40","9.34","","","","Kenya"
"67896","Sweet potato tuber","88.40","17.91","53.02","8.13","13.88","91.38","","","","","","","","","","82.50","12.30","","","","Kenya"
"67897","Sweet potato tuber","90.87","47.54","48.43","12.51","12.65","82.06","","","","","","","","","","65.22","9.60","","","","Kenya"
"67898","Sweet potato tuber","90.51","43.88","43.46","12.02","15.11","78.97","","","","","","","","","","64.49","9.05","","","","Kenya"
"67899","Sweet potato tuber","90.83","43.40","43.73","11.81","12.96","82.98","","","","","","","","","","66.69","9.56","","","","Kenya"
"67900","Sweet potato tuber","91.37","51.51","49.78","13.65","9.41","83.62","","","","","","","","","","62.56","10.26","","","","Kenya"
"67901","Sweet potato tuber","90.92","46.24","48.75","12.74","10.38","83.67","","","","","","","","","","62.90","10.07","","","","Kenya"
"67902","Sweet potato tuber","91.13","43.09","47.75","11.21","7.96","88.86","","","","","","","","","","64.84","11.68","","","","Kenya"
"67903","Sweet potato tuber","90.96","39.06","45.16","10.84","10.91","86.85","","","","","","","","","","66.80","10.85","","","","Kenya"
"67904","Sweet potato tuber","90.73","38.35","44.29","11.06","8.11","87.71","","","","","","","","","","67.53","11.40","","","","Kenya"
"67905","Sweet potato tuber","90.65","43.46","47.56","11.98","9.22","84.83","","","","","","","","","","63.58","10.48","","","","Kenya"
"67906","Sweet potato tuber","91.50","40.78","48.22","10.69","9.32","89.59","","","","","","","","","","66.50","11.53","","","","Kenya"
"67907","Sweet potato tuber","90.22","44.80","45.66","13.16","14.70","80.53","","","","","","","","","","65.95","9.16","","","","Kenya"
"67908","Sweet potato tuber","90.50","43.51","45.23","13.18","12.69","82.74","","","","","","","","","","62.71","9.61","","","","Kenya"
"67909","Sweet potato tuber","90.37","45.86","47.95","12.47","13.25","81.37","","","","","","","","","","67.40","9.89","","","","Kenya"
"67910","Sweet potato tuber","90.65","37.93","38.77","11.15","9.13","85.67","","","","","","","","","","67.23","10.42","","","","Kenya"
"67911","Sweet potato tuber","90.63","36.46","47.46","10.00","8.33","88.53","","","","","","","","","","68.67","11.52","","","","Kenya"
